Internal ID Variant (Do Not Edit),Category,SKU,Items Name (Do Not Edit),ecommerce item? (Yes/No),Pre-order ? (Yes/No),Processing days,Weight (gm),Length (cm),Width (cm),Height (cm),Condition,Brand Name,Variant name,Basic - Price,Image 1 (for Online Store),Image 2 (for Online Store),Image 3 (for Online Store),Image 4 (for Online Store),Image 5 (for Online Store),Image 6 (for Online Store),Image 7 (for Online Store),Image 8 (for Online Store),Image 9 (for Online Store),Image 10 (for Online Store),Image 11 (for Online Store),Image 12 (for Online Store),Coffeeshop - Price,Barbershop - Price,In Stock,Track Stock,Track Alert,Stock Alert,Track Cost,Cost Amount,Modifier Set - Cashier - 384185
154288331,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Terra Blu Spa,150000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,45000,No
154288332,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Home Service Family,150000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,45000,No
154288333,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Home Service Single,200000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,60000,No
154288334,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Down Perm,165000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,49500,No
154288335,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Root Lift,165000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,49500,No
154288336,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Wedding Gentleman Grooming,350000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,105000,No
154288337,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Wedding Royal Grooming Silver,500000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,150000,No
154288338,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Wedding Royal Grooming Gold,750000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,225000,No
154288339,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Wedding Royal Grooming Platinum,1000000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,300000,No
154288348,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Men Massage Service,135000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,40500,No
154288349,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Ear Candle,30000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,9000,No
154288350,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Ear Singeing,65000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,19500,No
154288351,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Ear Wax,60000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,18000,No
154288352,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Nose Wax,60000,,,,,,,,,,,,,,,-12,Yes,No,0,Yes,18000,No
154288353,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Charcoal Deep Cleansing,95000,,,,,,,,,,,,,,,-5,Yes,No,0,Yes,28500,No
154288356,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Charcoal Nose Cleansing Strip,55000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,16500,No
154288357,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Beard & Mustache Colour,200000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,60000,No
154288358,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Hair Tattoo Single,35000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,10500,No
154288359,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Hair Tattoo Double Side,65000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,19500,No
154288360,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Hair Tattoo Full,100000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,30000,No
154949674,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Redbox Earl Grooming,225000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,62850,No
195604904,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Hair Care Keratin,400000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,120000,No
204187132,Premium Cutting,,Ega,No,No,0,,,,,,Unbranded,Redbox Gentleman Grooming+,120000,,,,,,,,,,,,,,,-14,Yes,No,0,Yes,31500,No
48021315,Coffee,,Caramel Coffee,No,No,0,,,,,,Unbranded,Hot,,,,,,,,,,,,,,30000,,-227,Yes,Yes,0,No,,No
48021316,Coffee,,Caramel Coffee,No,No,0,,,,,,Unbranded,Ice,,,,,,,,,,,,,,30000,,-546,Yes,Yes,0,No,,No
48856518,Dessert,,French Fries,No,No,0,,,,,,Unbranded,,,,,,,,,,,,,,,25000,,-1596,Yes,Yes,0,No,,No
49337858,Uncategorized,,Packing,No,No,0,,,,,,Unbranded,Paper Bag,0,,,,,,,,,,,,,,,-3387,Yes,Yes,10,Yes,1489,No
49337859,Uncategorized,,Packing,No,No,0,,,,,,Unbranded,Botol 250 ml,0,,,,,,,,,,,,,,,170,Yes,Yes,10,Yes,1446,No
49337860,Uncategorized,,Packing,No,No,0,,,,,,Unbranded,Plastic Cup,0,,,,,,,,,,,,,,,592,Yes,Yes,0,Yes,0,No
49337861,Uncategorized,,Packing,No,No,0,,,,,,Unbranded,Paper Cup,0,,,,,,,,,,,,,,,0,Yes,Yes,0,Yes,0,No
58309871,Pomade,,HIS ERHA,No,No,0,,,,,,Unbranded,Hairgro Tonic 60 ml,140000,,,,,,,,,,,,,,,0,Yes,No,2,Yes,104945,Yes
58309872,Pomade,,HIS ERHA,No,No,0,,,,,,Unbranded,Grey Tonic 60 ml,160000,,,,,,,,,,,,,,,1,Yes,No,2,Yes,121067,Yes
58309873,Pomade,,HIS ERHA,No,No,0,,,,,,Unbranded,Waterbased Pomade 120 g,160000,,,,,,,,,,,,,,,0,Yes,No,2,Yes,104200,Yes
58309874,Pomade,,HIS ERHA,No,No,0,,,,,,Unbranded,Mattifying Clay 120 gr,165000,,,,,,,,,,,,,,,0,Yes,No,2,Yes,120332,Yes
76497328,Pomade,,HIS ERHA,No,No,0,,,,,,Unbranded,Hair Dust 12g,120000,,,,,,,,,,,,,,,0,Yes,No,2,Yes,84773,Yes
100137028,Pomade,,HIS ERHA,No,No,0,,,,,,Unbranded,Waterbased Pomade 35 g,80000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,60500,Yes
100137029,Pomade,,HIS ERHA,No,No,0,,,,,,Unbranded,Mattifying Clay 35 gr,85000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,64500,Yes
60369144,Dessert,,Choco Lava,No,No,0,,,,,,Unbranded,,,,,,,,,,,,,,,25000,,-510,Yes,Yes,4,No,,No
62535321,Coffee,,Specialty Coffee,No,No,0,,,,,,Unbranded,,,,,,,,,,,,,,,30000,,-489,Yes,Yes,0,No,,No
62535460,Coffee,,Japanese Coffee,No,No,0,,,,,,Unbranded,,,,,,,,,,,,,,,30000,,-585,Yes,Yes,0,No,,No
62536066,Coffee,,Extra Shot,No,No,0,,,,,,Unbranded,,,,,,,,,,,,,,,5000,,-167,Yes,Yes,0,Yes,0,No
63423815,Coffee,,Espresso,No,No,0,,,,,,Unbranded,Double,,,,,,,,,,,,,,20000,,-127,Yes,Yes,0,No,,No
64002239,Topping,,Ice Cream Topping,No,No,0,,,,,,Unbranded,Chocolate,,,,,,,,,,,,,,5000,,-37,Yes,Yes,0,No,,No
64002241,Topping,,Ice Cream Topping,No,No,0,,,,,,Unbranded,Vanilla,,,,,,,,,,,,,,5000,,-1341,Yes,Yes,0,No,,No
64002548,Dessert,,Original Waffle,No,No,0,,,,,,Unbranded,,,,,,,,,,,,,,,27000,,-1362,Yes,Yes,0,No,,No
64040528,Coffee,,Cafe Bon-Bon,No,No,0,,,,,,Unbranded,,,,,,,,,,,,,,,25000,,-198,Yes,Yes,0,No,,No
64040675,Dessert,,French Fries Waffles,No,No,0,,,,,,Unbranded,,,,,,,,,,,,,,,30000,,-419,Yes,Yes,0,No,,No
64162448,Non Coffee,,Milk Base,No,No,0,,,,,,Unbranded,Chocolate,,,,,,,,,,,,,,33000,,-1898,Yes,Yes,0,No,,No
64162449,Non Coffee,,Milk Base,No,No,0,,,,,,Unbranded,Green Tea,,,,,,,,,,,,,,33000,,-930,Yes,Yes,0,No,,No
64162450,Non Coffee,,Milk Base,No,No,0,,,,,,Unbranded,Red Velvet,,,,,,,,,,,,,,33000,,-510,Yes,Yes,0,No,,No
64162451,Non Coffee,,Milk Base,No,No,0,,,,,,Unbranded,Taro,,,,,,,,,,,,,,33000,,-585,Yes,Yes,0,No,,No
68295024,Non Coffee,,Milk Base,No,No,0,,,,,,Unbranded,Chocolate Hot,,,,,,,,,,,,,,33000,,0,No,No,0,No,,No
68295025,Non Coffee,,Milk Base,No,No,0,,,,,,Unbranded,Green Tea Hot,,,,,,,,,,,,,,33000,,0,No,No,0,No,,No
68295026,Non Coffee,,Milk Base,No,No,0,,,,,,Unbranded,Red Velvet Hot,,,,,,,,,,,,,,33000,,0,No,No,0,No,,No
68295027,Non Coffee,,Milk Base,No,No,0,,,,,,Unbranded,Taro Hot,,,,,,,,,,,,,,33000,,0,No,No,0,No,,No
64162508,Tea Base,,Lemon Grass,No,No,0,,,,,,Unbranded,Ice,,,,,,,,,,,,,,25000,,-863,Yes,Yes,0,No,,No
64162509,Tea Base,,Lemon Grass,No,No,0,,,,,,Unbranded,Hot,,,,,,,,,,,,,,25000,,-274,Yes,Yes,0,No,,No
64162542,Tea Base,,Lychee Tea,No,No,0,,,,,,Unbranded,Ice,,,,,,,,,,,,,,25000,,-2107,Yes,Yes,0,No,,No
64162543,Tea Base,,Lychee Tea,No,No,0,,,,,,Unbranded,Hot,,,,,,,,,,,,,,25000,,-112,Yes,Yes,0,No,,No
64162564,Tea Base,,Lemon Soda,No,No,0,,,,,,Unbranded,,,,,,,,,,,,,,,25000,,-431,Yes,Yes,0,No,,No
64162624,Tea Base,,Lychee Soda,No,No,0,,,,,,Unbranded,,,,,,,,,,,,,,,25000,,-377,Yes,Yes,0,No,,No
64197241,Tea Base,,Lemon Yakult Tea,No,No,0,,,,,,Unbranded,,,,,,,,,,,,,,,30000,,-582,Yes,Yes,0,No,,No
64197242,Tea Base,,Lychee Yakult Tea,No,No,0,,,,,,Unbranded,,,,,,,,,,,,,,,30000,,-1167,Yes,Yes,0,No,,No
66539250,Non Coffee,,Ice Cream Sundae,No,No,0,,,,,,Unbranded,Chocolate,,,,,,,,,,,,,,25000,,-57,Yes,Yes,0,No,,No
67204613,Non Coffee,,Ice Cream Sundae,No,No,0,,,,,,Unbranded,Vanilla,,,,,,,,,,,,,,25000,,-331,Yes,Yes,0,No,,No
86163411,CoffeeShop,,Virgin Tropical,No,No,0,,,,,,Unbranded,,,,,,,,,,,,,,,27000,,-121,Yes,Yes,0,Yes,5000,No
86164385,CoffeeShop,,Violety,No,No,0,,,,,,Unbranded,,,,,,,,,,,,,,,30000,,-77,Yes,Yes,0,Yes,5000,No
91922761,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Redbox Gentleman Grooming,110000,,,,,,,,,,,,,,,-7086,Yes,No,0,Yes,28500,No
91922762,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Redbox Long Trim Grooming,120000,,,,,,,,,,,,,,,-1244,Yes,No,0,Yes,31500,No
91922767,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Redbox Fade Cut Grooming,120000,,,,,,,,,,,,,,,-1397,Yes,No,0,Yes,31500,No
91923211,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Redbox Noble Grooming,160000,,,,,,,,,,,,,,,-184,Yes,No,0,Yes,37350,No
154544661,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Redbox Baron Grooming,180000,,,,,,,,,,,,,,,-477,Yes,No,0,Yes,49350,No
154544662,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Redbox Royal Grooming,305000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,86850,No
154544663,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Redbox Duke Grooming,270000,,,,,,,,,,,,,,,-14,Yes,No,0,Yes,76350,No
154544664,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Redbox Royal Shaving,120000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,36000,No
154544665,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Premium Head Shave,120000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,33000,No
154544666,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Beard & Mustache,35000,,,,,,,,,,,,,,,-38,Yes,No,0,Yes,10500,No
154544667,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Traditional Shaving,60000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,18000,No
154544668,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Hair Wash & Styling,20000,,,,,,,,,,,,,,,-4,Yes,No,0,Yes,6000,No
154544669,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Fee Colouring,60000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,18000,No
154544670,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Hair Colouring Long Hair,250000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,72000,No
154544671,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Hair Colouring,150000,,,,,,,,,,,,,,,-80,Yes,No,0,Yes,45000,No
154544672,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Hair Bleaching,350000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,105000,No
154544673,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Hair Highlighting,300000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,90000,No
154544674,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Hair Curly,300000,,,,,,,,,,,,,,,-20,Yes,No,0,Yes,90000,No
154544675,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Smooth and Shape,450000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,135000,No
154544676,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Hair Spa,100000,,,,,,,,,,,,,,,-8,Yes,No,0,Yes,30000,No
154544677,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Creambath,70000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,21000,No
154544678,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Terra Blu Spa,150000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,45000,No
154544711,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Home Service Family,150000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,45000,No
154544712,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Home Service Single,200000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,60000,No
154544713,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Down Perm,165000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,49500,No
154544714,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Root Lift,165000,,,,,,,,,,,,,,,-1,Yes,No,0,Yes,49500,No
154544715,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Wedding Gentleman Grooming,350000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,105000,No
154544716,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Wedding Royal Grooming Silver,500000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,150000,No
154544717,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Wedding Royal Grooming Gold,750000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,225000,No
154544718,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Wedding Royal Grooming Platinum,1000000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,300000,No
154544719,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Men Massage Service,135000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,40500,No
154544720,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Ear Candle,30000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,9000,No
154544721,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Ear Singeing,65000,,,,,,,,,,,,,,,-2,Yes,No,0,Yes,19500,No
154544722,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Ear Wax,60000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,18000,No
154544723,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Nose Wax,60000,,,,,,,,,,,,,,,-2,Yes,No,0,Yes,18000,No
154544724,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Charcoal Deep Cleansing,95000,,,,,,,,,,,,,,,-2,Yes,No,0,Yes,28500,No
154544725,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Charcoal Nose Cleansing Strip,55000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,16500,No
154544726,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Beard & Mustache Colour,200000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,60000,No
154544727,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Hair Tattoo Single,35000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,10500,No
154544728,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Hair Tattoo Double Side,65000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,19500,No
154544729,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Hair Tattoo Full,100000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,30000,No
154949723,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Redbox Earl Grooming,225000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,62850,No
195605103,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Hair Care Keratin,400000,,,,,,,,,,,,,,,0,Yes,No,0,Yes,120000,No
204187199,Premium Cutting,,Yuda,No,No,0,,,,,,Unbranded,Redbox Gentleman Grooming+,120000,,,,,,,,,,,,,,,-16,Yes,No,0,Yes,31500,No
95686774,Coffee,,Baileys Coffee + Bottle,No,No,0,,,,,,Unbranded,,,,,,,,,,,,,,,39000,,-110,Yes,No,0,Yes,8500,No
96775220,Tea,,Tea Pack,No,No,0,,,,,,Unbranded,Blue Posh ,,,,,,,,,,,,,,50000,,-3,Yes,No,0,Yes,30000,No
96775221,Tea,,Tea Pack,No,No,0,,,,,,Unbranded,Chamomile Flower,,,,,,,,,,,,,,50000,,-6,Yes,No,0,Yes,33000,No
96775222,Tea,,Tea Pack,No,No,0,,,,,,Unbranded,Footloose ,,,,,,,,,,,,,,50000,,-10,Yes,No,0,Yes,30000,No
96775223,Tea,,Tea Pack,No,No,0,,,,,,Unbranded,Masala Chai Tea ,,,,,,,,,,,,,,50000,,-14,Yes,No,0,Yes,30000,No
96775224,Tea,,Tea Pack,No,No,0,,,,,,Unbranded,Pandan Wangi Tea ,,,,,,,,,,,,,,50000,,-1,Yes,No,0,Yes,30000,No
97298784,Tea,,Tea Pack,No,No,0,,,,,,Unbranded,Butterfly Pea,,,,,,,,,,,,,,50000,,-3,Yes,No,0,Yes,30000,No
102574604,Hair Product,,Barbara Mousse,No,No,0,,,,,,Unbranded,,,,,,,,,,,,,,,,50000,2,Yes,Yes,0,Yes,2295,Yes
105185434,Merchandise,,Mug Redbox,No,No,0,,,,,,Unbranded,,,,,,,,,,,,,,,,30000,6,Yes,Yes,0,Yes,15000,No
110962391,Loundry Sepatu,,Expres Cleaning,No,No,0,,,,,,Unbranded,Out Sould Only,45000,,,,,,,,,,,,,,,-187,Yes,Yes,0,Yes,1,No
110962392,Loundry Sepatu,,Expres Cleaning,No,No,0,,,,,,Unbranded,Out White,50000,,,,,,,,,,,,,,,-139,Yes,Yes,0,Yes,1,No
112327854,Loundry Sepatu,,Expres Cleaning,No,No,0,,,,,,Unbranded,Out Sould Only (Kids),35000,,,,,,,,,,,,,,,-3,Yes,Yes,0,Yes,1,No
112327855,Loundry Sepatu,,Expres Cleaning,No,No,0,,,,,,Unbranded,Out White (Kids),40000,,,,,,,,,,,,,,,-2,Yes,Yes,0,Yes,1,No
110962600,Loundry Sepatu,,Basic Cleaning Cousole Only,No,No,0,,,,,,Unbranded,Basic,40000,,,,,,,,,,,,,,,-99,Yes,Yes,0,Yes,1,No
110962601,Loundry Sepatu,,Basic Cleaning Cousole Only,No,No,0,,,,,,Unbranded,White,45000,,,,,,,,,,,,,,,-112,Yes,Yes,0,Yes,1,No
112326917,Loundry Sepatu,,Basic Cleaning Cousole Only,No,No,0,,,,,,Unbranded,Basic (Kids),30000,,,,,,,,,,,,,,,-3,Yes,Yes,0,Yes,1,No
112327944,Loundry Sepatu,,Basic Cleaning Cousole Only,No,No,0,,,,,,Unbranded,White (Kids),35000,,,,,,,,,,,,,,,-1,Yes,Yes,0,Yes,1,No
110962877,Loundry Sepatu,,Deep Cleaning (Outsole Insole),No,No,0,,,,,,Unbranded,Deep Clean ,50000,,,,,,,,,,,,,,,-1116,Yes,Yes,0,Yes,1,No
110962878,Loundry Sepatu,,Deep Cleaning (Outsole Insole),No,No,0,,,,,,Unbranded,Deep Clean White,65000,,,,,,,,,,,,,,,-1011,Yes,Yes,0,Yes,1,No
112326947,Loundry Sepatu,,Deep Cleaning (Outsole Insole),No,No,0,,,,,,Unbranded,Deep Clean (Kids),40000,,,,,,,,,,,,,,,-19,Yes,Yes,0,Yes,1,No
112327912,Loundry Sepatu,,Deep Cleaning (Outsole Insole),No,No,0,,,,,,Unbranded,Deep Clean White (Kids),45000,,,,,,,,,,,,,,,-7,Yes,Yes,0,Yes,1,No
110962911,Loundry Sepatu,,Boot Cleaning,No,No,0,,,,,,Unbranded,Outsole Insole,65000,,,,,,,,,,,,,,,-3,Yes,Yes,0,No,,No
110962959,Loundry Sepatu,,Bag Cleaning Service,No,No,0,,,,,,Unbranded,Small Size (max 30cm),70000,,,,,,,,,,,,,,,-68,Yes,Yes,0,Yes,1,No
110962960,Loundry Sepatu,,Bag Cleaning Service,No,No,0,,,,,,Unbranded,Big Size Besar (31-60cm),100000,,,,,,,,,,,,,,,-5,Yes,Yes,0,Yes,1,No
110962979,Loundry Sepatu,,Topi Cleaning Service,No,No,0,,,,,,Unbranded,Topi Cleaning Service,35000,,,,,,,,,,,,,,,-23,Yes,Yes,0,No,,No
111745888,Loundry Sepatu,,Unyellowing Package,No,No,0,,,,,,Unbranded,Unyellowing Upper,60000,,,,,,,,,,,,,,,-5,Yes,Yes,0,Yes,1,No
111745889,Loundry Sepatu,,Unyellowing Package,No,No,0,,,,,,Unbranded,Unyellowing Midsole,70000,,,,,,,,,,,,,,,-6,Yes,Yes,0,Yes,1,No
111745890,Loundry Sepatu,,Unyellowing Package,No,No,0,,,,,,Unbranded,Unyellowing Upper + Midsole,110000,,,,,,,,,,,,,,,-1,Yes,Yes,0,Yes,1,No
111749863,Loundry Sepatu,,Hat Cleaning Service,No,No,0,,,,,,Unbranded,Hat Cleaning Service,45000,,,,,,,,,,,,,,,-12,Yes,Yes,0,Yes,1,No
112477123,Loundry Sepatu,,Suede Cleaning,No,No,0,,,,,,Unbranded,Suede Cleaning,50000,,,,,,,,,,,,,,,-3,Yes,Yes,0,Yes,1,No
112477124,Loundry Sepatu,,Suede Cleaning,No,No,0,,,,,,Unbranded,Suede Cleaning White,65000,,,,,,,,,,,,,,,-2,Yes,Yes,0,Yes,1,No
113810885,Pomade,,Tezzen,No,No,0,,,,,,Unbranded,Tezzen Geryon ,135000,,,,,,,,,,,,,,,8,Yes,Yes,0,Yes,27392,Yes
115792711,Pomade,,Tezzen,No,No,0,,,,,,Unbranded,Tezzen Hercules,135000,,,,,,,,,,,,,,,12,Yes,Yes,0,Yes,105000,Yes
144435102,Pomade,,Tezzen,No,No,0,,,,,,Unbranded,Tezzen Zorro,160000,,,,,,,,,,,,,,,0,Yes,Yes,0,Yes,110000,Yes
114347040,Pomade,,Smith,No,No,0,,,,,,Unbranded,Smith Clayton,185000,,,,,,,,,,,,,,,0,Yes,Yes,0,Yes,157250,Yes
114347041,Pomade,,Smith,No,No,0,,,,,,Unbranded,Smith Ocean Dust,100000,,,,,,,,,,,,,,,0,Yes,Yes,0,Yes,75053,Yes
114347042,Pomade,,Smith,No,No,0,,,,,,Unbranded,Smith Dapper Spatter,130000,,,,,,,,,,,,,,,0,Yes,Yes,0,Yes,0,Yes
123249306,Pomade,,Smith,No,No,0,,,,,,Unbranded,Smith Dashing Slick,135000,,,,,,,,,,,,,,,0,Yes,Yes,0,Yes,0,Yes
133902148,Pomade,,Smith,No,No,0,,,,,,Unbranded,Smith Moon Dust,110000,,,,,,,,,,,,,,,0,Yes,Yes,0,Yes,84150,Yes
142982103,Pomade,,Smith,No,No,0,,,,,,Unbranded,Smith Black Jack,110000,,,,,,,,,,,,,,,0,Yes,Yes,0,Yes,0,Yes
114895458,Coffee,,Butterschoth,No,No,0,,,,,,Unbranded,Butterschoth Late,,,,,,,,,,,,,,30000,,-641,Yes,Yes,0,Yes,1,No
114895459,Coffee,,Butterschoth,No,No,0,,,,,,Unbranded,Butterschoth Late + Bottle,,,,,,,,,,,,,,39000,,-84,Yes,Yes,0,Yes,1,No
120001470,Parfum,,Eau De Parfum,No,No,0,,,,,,Unbranded,Mild Temptation,100000,,,,,,,,,,,,,,,0,Yes,Yes,0,Yes,39000,Yes
120001471,Parfum,,Eau De Parfum,No,No,0,,,,,,Unbranded,Sugar Baby,100000,,,,,,,,,,,,,,,0,Yes,Yes,0,Yes,38506,Yes
